job_name,company_name,location,exp_level,exp_years,skills
Cashier,Raghaeb for managing restaurants (ABU TAREK KUSHARI),Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Directional Driller Specialist - Drilling Services,Weatherford,Kuwait City,Full Time,Experienced,Customer Service/Support
Planning Specialist,Jazeera Paints,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp
Frappe Developer,Smart Solutions ,Maadi,Full Time,Experienced,1 - 3 Yrs of Exp
Branch Accountant - Alexandria,Naqla,Alexandria,Full Time,Experienced,2 - 4 Yrs of Exp
Senior Specialist - Administration Affairs,Kuwait Foundation for the Advancement of Sciences (KFAS),Kuwait City,Full Time,Experienced,Human Resources
Officer - Board Secretary,Kuwait Foundation for the Advancement of Sciences (KFAS),Kuwait City,Full Time,Entry Level,Accounting/Finance
Sales & Marketing Executive,El Masria,Musturad,Full Time,Entry Level,1 - 5 Yrs of Exp
"Digital Marketing Specialist "" Media Buyer & Social Media "" ( Real Estate Experience)",Sky City Developments   ,Heliopolis,Full Time,Experienced,3 - 5 Yrs of Exp
Accounting Receivable Section Head,Confidential,6th of October,Full Time,Experienced,7 - 10 Yrs of Exp
Software Sales Executive,Smart Solutions ,Maadi,Full Time,Experienced,2 - 5 Yrs of Exp
Marketing Manager,Alef Software Company,Nasr City,Full Time,Manager,4 - 8 Yrs of Exp
IT Specialist,Typical,Maadi,Full Time,Entry Level,1 - 3 Yrs of Exp
Senior Product Designer  (UI/UX),Dawarha,Cairo,Full Time,Experienced,Creative/Design/Art
Chef De Cuisine - Banquet,Shangri-La Group,Makkah,Full Time,Experienced,Accounting/Finance
Concrete Structure Engineer,AtkinsRéalis,Cairo,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Senior Pre Sales Engineer,Confidential,6th of October,Full Time,Experienced,5 - 7 Yrs of Exp
Logistics Manager - Trucking Operations,Transmar International ,Suez,Full Time,Manager,7 - 10 Yrs of Exp
Pricing Analyst,DSV,Tabuk,Full Time,Experienced,Accounting/Finance
IMI2378 - OPS Contract Admin Manager,International Maritime Industries,Riyadh,Freelance / Project,Entry Level,Administration
IMI2377 - OPS Purchasing Admin Manager,International Maritime Industries,Riyadh,Full Time,Experienced,Administration
Indoor Sales Agent,ElGhaly,Nasr City,Full Time,Entry Level,1+ Yrs of Exp
Financial Audit Manager,Smart GYM,Nasr City,Full Time,Manager,5 - 8 Yrs of Exp
Property Advisor,Chary Misr for Real Estate,Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Senior Sales Advisor - New Cairo,Chary Misr for Real Estate,New Cairo,Full Time,Experienced,2 - 3 Yrs of Exp
Business Operations Executive - FawryPay,Fawry for Banking Technology and Electronic Payments S.A.E,Smart Village,Full Time,Entry Level,0 - 4 Yrs of Exp
QNB2906-Senior Manager Commercial Legal Advisory (Qatarization),QNB Group,Doha,Full Time,Experienced,Accounting/Finance
Field Service Technician III,TechnipFMC,Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Operations Assistant - Contact Centre,Meeting Point Emirates,Dubai,Full Time,Not specified,Administration
Duty Manager,Vanderlande,Makkah,Full Time,Experienced,Administration
Product Manager,Core42,Dubai,Full Time,Entry Level,IT/Software Development
Quality Assurance Coordinator,Typical,Maadi,Full Time,Entry Level,1 - 3 Yrs of Exp
Senior Mechanic – Steam Turbine - UAE,Confidential,Cairo,Full Time,Experienced,4 - 8 Yrs of Exp
Marketing PR Section Head,IGI-Group,Sheikh Zayed,Full Time,Manager,6 - 8 Yrs of Exp
Key Account Coordinator (UPA ),Farcomake for Advanced Medical Industries,Nasr City,Full Time,Experienced,1 - 4 Yrs of Exp
Account Executive,Fawry for Banking Technology and Electronic Payments S.A.E,6th of October,Full Time,Entry Level,1 - 2 Yrs of Exp
Head Of Finance,Confidential,Sheikh Zayed,Full Time,Senior Management,12 - 16 Yrs of Exp
Senior Mechanic – Gas Turbine -UAE,Confidential,Cairo,Full Time,Experienced,4 - 8 Yrs of Exp
Senior Travel Consultant.,Speedy Travel,New Cairo,Full Time,Experienced,3 - 6 Yrs of Exp
Travel Consultant,Speedy Travel,New Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Operations Manager,Confidential,New Cairo,Full Time,Manager,3+ Yrs of Exp
Payroll & Personnel Specialist,NOK for Human Capital Solutions,Maadi,Full Time,Experienced,2 - 3 Yrs of Exp
Logistics Supervisor,Fonterra,Riyadh,Full Time,Experienced,Customer Service/Support
Waiters / Waitresses and Hostess,Inspire Talent Acquisition HR Consultancy And Hospitality Services,Doha,Full Time,Entry Level,Customer Service/Support
Waiter / Waitress,Arabian Park Hotel,Dubai,Full Time,Not specified,Customer Service/Support
Telephone Supervisor,Al Jaddaf Rotana,Dubai,Full Time,Not specified,Administration
HR Admin & Office Manager,Confidential,New Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
Sales Representative,Canadian Egyptian Investment Co.,Manial,Full Time,Entry Level,1 - 3 Yrs of Exp
"Legal Affairs, Administration, Camera Auditing, and Logistics Manager",Confidential,Sheraton,Full Time,Manager,10 - 15 Yrs of Exp
QNB2908-Senior Clerk Group Credit Administration,QNB Group,Doha,Freelance / Project,Experienced,Accounting/Finance
Architecture engineer,Arab Bridge,New Cairo,Full Time,Experienced,1 - 3 Yrs of Exp
Quality Inspector I,TechnipFMC,Riyadh,Full Time,Experienced,R&D/Science
Corporate Lawyer - Real Estate,Seldar Egypt,New Cairo,Full Time,Experienced,3 - 6 Yrs of Exp
QNB2907-Senior Associate - Regional Credit (Qatarization),QNB Group,Doha,Full Time,Experienced,Accounting/Finance
Regulatory Affairs Specialist,MRG ,Maadi,Full Time,Experienced,2 - 5 Yrs of Exp
Tender Engineer,Delta Egypt For Lighting ,Obour City,Full Time,Entry Level,0 - 3 Yrs of Exp
Internal Auditor,Confidential,Maadi,Full Time,Experienced,10 - 15 Yrs of Exp
Mechanical Site Engineer,ASC for Construction and Engineering,Santah,Full Time,Experienced,3 - 5 Yrs of Exp
Assembly Line Supervisor,Egyptian German Automotive,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp
Sales Representative - Hurghada,MATGR For Engineering And Trading,Hurghada,Full Time,Experienced,1 - 3 Yrs of Exp
Sales Engineer - Fire Protection/Fire Detection - Experienced,PRO-TEC Egypt ,Sheraton,Full Time,Experienced,2 - 10 Yrs of Exp
Senior Technical Office Engineer - Steel detailer,EEC Group,Heliopolis,Full Time,Experienced,5 - 7 Yrs of Exp
Office Admin,NOK for Human Capital Solutions,Maadi,Full Time,Experienced,1 - 3 Yrs of Exp
Receptionist,4Dental Center,Azarita,Full Time,Entry Level,1 - 5 Yrs of Exp
Mechanical Technical Office Engineer Midlevel,New Plan ,New Capital,Full Time,Experienced,1 - 3 Yrs of Exp
Sales Manager,celia group,Cairo,Full Time,Manager,3 - 10 Yrs of Exp
IT Help Desk,Uniboard ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Spanish Customer Service Vacancy,Confidential,Maadi,Full Time,Entry Level,0 - 1 Yrs of Exp
Senior HR Generalist,KIG Konnice,10th of Ramadan City,Full Time,Experienced,4 - 6 Yrs of Exp
Site Engineer - Fire Fighting/Fire Detection - Experienced,PRO-TEC Egypt ,Sheraton,Full Time,Experienced,3 - 10 Yrs of Exp
Personnel Specialist - Zeta Pharma,Confidential,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp
Architecture Technical Office Engineer Midlevel,New Plan ,New Capital,Full Time,Entry Level,1 - 3 Yrs of Exp
Tendering Engineer - Fire Fighting/Fire Detection - Experienced,PRO-TEC Egypt ,Sheraton,Full Time,Experienced,2 - 5 Yrs of Exp
Electrical Technical Office Engineer Midlevel,New Plan ,New Capital,Full Time,Experienced,1 - 3 Yrs of Exp
Technical Office Engineer - Fire Fighting/Fire Detection - Experienced,PRO-TEC Egypt ,Sheraton,Full Time,Experienced,2 - 10 Yrs of Exp
Associate Director - Commercial Management- Remote,AtkinsRéalis,Riyadh,Full Time,Experienced,Administration
Telesales Representative,PLANSEE,New Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Graphic Designer - Zeta Pharma,Confidential,Nasr City,Full Time,Experienced,2 - 5 Yrs of Exp
Contracts Loading Specialist,Tripathon,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Sales Representative,TCS,Sheikh Zayed,Full Time,Experienced,2 - 5 Yrs of Exp
Civil Procurement Engineer,New Plan ,Sheraton,Full Time,Experienced,4 - 5 Yrs of Exp
Site Engineer,Confidential,Ras Sedr,Full Time,Experienced,5 - 5 Yrs of Exp
Senior System Administrator,New Plan ,Heliopolis,Full Time,Experienced,3 - 5 Yrs of Exp
French B2B Telesales Executive,Confidential,Sheraton,Full Time,Experienced,1 - 3 Yrs of Exp
Civil Tender Engineer,New Plan ,Sheraton,Full Time,Experienced,4 - 5 Yrs of Exp
English Teacher,International Modern School,Shorouk City,Full Time,Experienced,2 - 10 Yrs of Exp
Property Consultant,New Plan ,New Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Property Consultant,The Address Investments,New Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp
Pharmacist,Hamdy Pharmacy,San Stefano,Full Time,Entry Level,0 - 5 Yrs of Exp
Treasury Accountant,Ascom,Maadi,Full Time,Entry Level,1 - 2 Yrs of Exp
Content Creator,Confidential,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp
Sales Executive,TABsense,Kuwait City,Full Time,Experienced,Business Development
Senior Accountant Construction,SEG,Sheraton,Full Time,Experienced,5 - 7 Yrs of Exp
Office Sales Representatives-Nespresso UAE,Nestlé Nespresso SA,Dubai,Full Time,Entry Level,Customer Service/Support
Customer Support Officer,Masria Digital Payment (MDP),New Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Quality Assurance Executive,Alwadi Holding,Mohandessin,Full Time,Experienced,2 - 6 Yrs of Exp
Office Sales Representative - Abu Dhabi,Nestlé Nespresso SA,Dubai,Full Time,Entry Level,Customer Service/Support
Treasury Accountant,Kode Clubs,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Media player,Crown City Development,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp
High School Teacher,Arab International Academy,Doha,Full Time,Entry Level,IT/Software Development
Treasury Officer (Menofia),Uniboard ,Alsadat City,Full Time,Entry Level,1 - 2 Yrs of Exp
Marketing Manager,AlMehwar Hospital,Giza,Full Time,Manager,6 - 10 Yrs of Exp
Videographer,Dyar for construction & contractors,6th of October,Full Time,Experienced,1 - 5 Yrs of Exp
senior- property consultant,Confidential,New Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Customer support team member (Dach),TaxDome,Doha,Full Time,Entry Level,Customer Service/Support
Senior Accountant,Orientals for Urban Development,Heliopolis,Full Time,Experienced,3 - 8 Yrs of Exp
Senior Tendering Engineer - Electrical,Al Marasem Group,New Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
Personnel Specialist,NOK for Human Capital Solutions,Maadi,Full Time,Experienced,1 - 3 Yrs of Exp
Assistant Brand Manager,SAVOLA,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Commissioning Machinery Supervisor,Tecnimont,Dubai,Freelance / Project,Experienced,Installation/Maintenance/Repair
Landscape Engineer,ALFARANA,Giza,Full Time,Experienced,3 - 8 Yrs of Exp
Marketing Manager,iskan,New Cairo,Full Time,Manager,2 - 4 Yrs of Exp
Android App Developer,Inspire Hub,Cairo,Full Time,Entry Level,Creative/Design/Art
Marketing Communication Specialist,Mazzika Group,Dokki,Full Time,Entry Level,1 - 2 Yrs of Exp
Waiter / Waitress,Edge by Rotana,Dubai,Full Time,Entry Level,Customer Service/Support
Operations Specialist,Mazzika Group,Dokki,Full Time,Entry Level,1 - 2 Yrs of Exp
Flutter Mobile Technical Manager,HeadHunters,Rehab City,Full Time,Manager,4 - 10 Yrs of Exp
HRBP (HQ),SEPHORA,Dubai,Full Time,Entry Level,Administration
IT Internal Audit Manager,HeadHunters,Rehab City,Full Time,Manager,4 - 10 Yrs of Exp
Senior Odoo Consultant,Perfect Tech,Nasr City,Full Time,Senior Management,3 - 6 Yrs of Exp
Regional Export Sales Manager,BituNil,Heliopolis,Full Time,Manager,10 - 15 Yrs of Exp
People & Culture Internship,SQUATWOLF,Dubai,Full Time,Student,Human Resources
Quality Assurance,Sakr Group,Bourj Alarab,Full Time,Experienced,3 - 5 Yrs of Exp
Nursing Director - Fertility IVF Centers and Home Care Services,Mediclinic Middle East,Dubai,Full Time,Manager,Operations/Management
Quality Manager,Sakr Group,Bourj Alarab,Full Time,Manager,5 - 10 Yrs of Exp
Software Project Manager,Royal Sky,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp
Dermatologist Specialist/Consultant,Suhub,Doha,Full Time,Experienced,Customer Service/Support
Business Development Consultant,Royal Sky,Giza,Full Time,Experienced,5 - 7 Yrs of Exp
Sales Representative,الشركة المصرية للحلول الكهربائية,Cairo,Full Time,Entry Level,1 - 5 Yrs of Exp
Procurement Manager,CSCEC（Egypt – Alamein Downtown Towers project ),New Cairo,Full Time,Manager,15 - 20 Yrs of Exp
Corporate Lawyer,OPPO Egypt ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp
Procurement Manager,Target Recruitment  & HR Solutions ,Alexandria,Full Time,Experienced,5 - 7 Yrs of Exp
TA Team Leader,Dr.Greiche ,10th of Ramadan City,Full Time,Experienced,8 - 12 Yrs of Exp
Program Coordinator - Damanhour,ITIDA,Damanhour,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Accountant,Target Recruitment  & HR Solutions ,Alexandria,Full Time,Experienced,5 - 7 Yrs of Exp
Program Coordinator - Tanta,ITIDA,Tanta,Full Time,Experienced,3 - 5 Yrs of Exp
Venture Capital Associate Training,Skill Farm,Doha,Full Time,Entry Level,Administration
Telemarketing Specialist,Real Estate Solutions ( RES ),Cairo,Full Time,Entry Level,Customer Service/Support
Program Coordinator - Zagazig,ITIDA,Zagazig,Full Time,Experienced,3 - 5 Yrs of Exp
Shopify Virtual Assistant,EMAA GROUP ,Wyoming,Freelance / Project,Experienced,2 - 5 Yrs of Exp
Sales Supervisor,Alarabia Group,Cairo,Full Time,Experienced,5 - 10 Yrs of Exp
Senior Software Business Analyst,qTech. ,Mansoura,Full Time,Experienced,3+ Yrs of Exp
Chairman Secretary,Sakr Group,Sidi Gaber,Full Time,Experienced,3 - 6 Yrs of Exp
Senior UI Developer,Confidential,6th of October,Full Time,Experienced,3 - 7 Yrs of Exp
Senior Dot NET Full Stack Developer,Confidential,6th of October,Full Time,Experienced,4 - 7 Yrs of Exp
Senior Software Tester,qTech. ,Mansoura,Full Time,Experienced,3+ Yrs of Exp
Architecture Technical Office Engineer,Sinoma-cdi,Salam City,Full Time,Experienced,3 - 8 Yrs of Exp
OD Section Head,Dr.Greiche ,10th of Ramadan City,Full Time,Experienced,8 - 12 Yrs of Exp
Planning Engineer,Human Quality,New Cairo,Full Time,Experienced,5+ Yrs of Exp
Practice Lead - Health,BADRI Management Consultancy,Dubai,Full Time,Entry Level,IT/Software Development
Civil Engineer,Aluone Aluminium construction ,Alexandria,Full Time,Experienced,1 - 5 Yrs of Exp
Technical Office Engineer,Aluone Aluminium construction ,Sidi Gaber,Full Time,Experienced,1 - 5 Yrs of Exp
Telesales Representative,Aman,Maadi,Full Time,Entry Level,0 - 1 Yrs of Exp
Finance Manager,Confidential,Mohandessin,Full Time,Manager,10+ Yrs of Exp
Project Control Lead,Human Quality,New Cairo,Full Time,Manager,10+ Yrs of Exp
Procurement Supervisor,Rotem SRS,Cairo,Full Time,Experienced,7 - 9 Yrs of Exp
HR Operations,Confidential,Alexandria,Full Time,Manager,3 - 5 Yrs of Exp
Administrative Specialist,ZINAD IT,Smart Village,Full Time,Experienced,1 - 3 Yrs of Exp
Vendor Acquisition Specialist,Homznia Agenacy ,Mohandessin,Full Time,Entry Level,Customer Service/Support
E Commerce Specialist,Homznia Agenacy ,Giza,Full Time,Entry Level,Customer Service/Support
Accountant Training,Skill Farm,Cairo,Full Time,Experienced,Accounting/Finance
Maintenance Engineer,Confidential,Giza,Full Time,Experienced,1 - 2 Yrs of Exp
Human Resources Generalist,International Company for Coffee Industry,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Internal Auditor,LinkMisr,10th of Ramadan City,Full Time,Experienced,4 - 6 Yrs of Exp
Call Center Agent,EgyptExpress,Cairo,Full Time,Entry Level,1 - 1 Yrs of Exp
Treasury Accountant,Confidential,Attarin,Full Time,Entry Level,2 - 4 Yrs of Exp
HR Manager, Roaya,Cairo,Full Time,Manager,10 - 20 Yrs of Exp
Stone Setting Controller,Azza Fahmy Jewellery,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp
Maintenance Planner,Kandil Industries,10th of Ramadan City,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Talent Management and Organizational Development Specialist,Tiba Egypt ,Katameya,Full Time,Experienced,5 - 8 Yrs of Exp
Accountant,Buzjany Construction,Mokattam,Full Time,Experienced,3 - 6 Yrs of Exp
Arabic Teacher Prep - Sec Stage,GEMS Education,New Cairo,Full Time,Experienced,5 - 15 Yrs of Exp
Junior Investment Banking Training,Skill Farm,Dubai,Full Time,Experienced,Accounting/Finance
Retail Sales Agent,Maids.cc,Dubai,Full Time,Entry Level,Business Development
English HOD,GEMS Education,Madinaty,Full Time,Experienced,5 - 10 Yrs of Exp
Music Teacher,GEMS Education,Rehab City,Full Time,Experienced,3+ Yrs of Exp
Assistant Manager,Al-Freeh,Maadi,Full Time,Experienced,5 - 10 Yrs of Exp
Public Relations Team Leader,Confidential,Obour City,Full Time,Experienced,6+ Yrs of Exp
Sr. EHS Officer,alfanar,Riyadh,Full Time,Experienced,6 - 10 Yrs of Exp
Preparatory/ Secondary English Teacher,GEMS Education,Madinaty,Full Time,Experienced,4+ Yrs of Exp
Science HOD,GEMS Education,Madinaty,Full Time,Experienced,3 - 10 Yrs of Exp
EHS Officer,alfanar,Riyadh,Full Time,Experienced,4 - 10 Yrs of Exp
Math Teacher,GEMS Education,Madinaty,Full Time,Experienced,2 - 5 Yrs of Exp
German Teacher,GEMS Education,Madinaty,Full Time,Experienced,3 - 10 Yrs of Exp
ICT HOD,GEMS Education,Madinaty,Full Time,Experienced,5 - 15 Yrs of Exp
Librarian,GEMS Education,Madinaty,Full Time,Experienced,5 - 10 Yrs of Exp
EHS Engineer,alfanar,Riyadh,Full Time,Experienced,8 - 12 Yrs of Exp
Math HOD,GEMS Education,Madinaty,Full Time,Experienced,5 - 10 Yrs of Exp
Projects coordinator,Jazeera Paints,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp
Talent Acquisition Specialist,Alwadi Holding,Giza,Full Time,Experienced,3 - 5 Yrs of Exp
UIUX and Graphic Designer,Confidential,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Architect for Housing Project,Kubar,Kuwait City,Full Time,Experienced,Engineering - Construction/Civil/Architecture
"ENSEIGNANTS, ENSEIGNANTES AU NIVEAU SECONDAIRE",Choisir le Québec,Cairo,Full Time,Entry Level,Education/Teaching
Graphic Designer,dot story ,Cairo,Full Time,Experienced,2 - 3 Yrs of Exp
HR Manager,paymennt.com,Dubai,Full Time,Experienced,Administration
Web Development Project Manager,Petra Mechatronics ,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp
Community Manager,JobIn,Dubai,Full Time,Experienced,Administration
Office Assistant,Arab Emirates Careers,Dubai,Full Time,Entry Level,Administration
Administrative Assistant,Arab Emirates Careers,Dubai,Full Time,Entry Level,Administration
Store Assistant,Arab Emirates Careers,Dubai,Full Time,Entry Level,Customer Service/Support
Graphic Designer,Blackstone eIT,Cairo,Full Time,Not specified,Creative/Design/Art
Marketing Sr Analyst - Customer Lifecycle Management,Kavak.com,Dubai,Full Time,Experienced,Marketing/PR/Advertising
Presales Manager,SPECTRO SYSTEMS,Cairo,Full Time,Experienced,IT/Software Development
Office Management Sr. Officer,SAUDI CONTRACTORS AUTHORITY,Riyadh,Full Time,Not specified,Administration
Information Technology Analyst,CyberNomadTV,Dubai,Freelance / Project,Entry Level,IT/Software Development
Director of Customer Success,HAX Consulting,Dubai,Full Time,Manager,Customer Service/Support
"""Job Alert"" for Vodafone UK/IE All over Egypt.",_VOIS Egypt,Cairo,Full Time,Entry Level,Customer Service/Support
HR Intern,Afaq,Riyadh,Full Time,Not specified,Administration
Program Management intern,Souq.com for E-Commerce LLC,Cairo,Full Time,Not specified,Accounting/Finance
React Native Developer,Urs,Dubai,Full Time,Not specified,Creative/Design/Art
"Sales Executive - Nuvocotto, Terracotta Products",Nuvocotto Green Building Material Trading LLC,Dubai,Full Time,Not specified,Business Development
QA Analyst,Danaher,Riyadh,Full Time,Not specified,IT/Software Development
Sales Coordinator,iSkala Business Solutions,Alexandria,Full Time,Entry Level,Administration
HR Operations Executive - Human Resources Department,Jamjoom Pharma,Jeddah,Full Time,Not specified,Administration
"Operations Intern , Inventory Control and Quality Assurance",Souq.com for E-Commerce LLC,Cairo,Full Time,Not specified,Accounting/Finance
Senior UI/UX Designer at BNPL Startup,Confidential,Kuwait City,Full Time,Experienced,4 - 9 Yrs of Exp
GROUTING SUPERVISOR,Taurus Contractors Pvt Ltd,Dubai,Full Time,Experienced,Administration
"Senior Executive, Contracting",Wego,Heliopolis,Full Time,Experienced,3 - 6 Yrs of Exp
L&D Specialist,MDAR Food Company,Dubai,Full Time,Entry Level,Accounting/Finance
Social Media Manager,Confidential,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Patient Experience Specialist,AlMehwar Hospital,6th of October,Full Time,Entry Level,0 - 3 Yrs of Exp
Receptionist,Beltone Financial ,Boulaq,Full Time,Entry Level,0 - 2 Yrs of Exp
Civil Site Engineer,Confidential,Cairo,Full Time,Experienced,2 - 4 Yrs of Exp
Application Developer,Razaz Group,New Cairo,Full Time,Experienced,2 - 20 Yrs of Exp
Painter,Baron United General Contracting Est,Riyadh,Full Time,Entry Level,Creative/Design/Art
Developer Analyst,Razaz Group,New Cairo,Full Time,Experienced,2 - 20 Yrs of Exp
"Android Software Developer, Gigster Network",Renewal by Andersen,Dubai,Full Time,Not specified,Creative/Design/Art
Operation Manager,Nathan & Nathan,Dubai,Full Time,Experienced,Administration
Microsoft Dynamics CRM Consultant,Artmac,Dubai,Full Time,Experienced,Installation/Maintenance/Repair
Field Service Engineer,Radiometer,Makkah,Full Time,Not specified,Installation/Maintenance/Repair
Sales Representative (Horeca),Outservingplus,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Washing & Sterilization Specialist,SAUDIBIO,Riyadh,Full Time,Experienced,R&D/Science
Washing & Sterilization Operator,SAUDIBIO,Riyadh,Full Time,Entry Level,Customer Service/Support
Senior Cloud Support Engineer,Artmac,Dubai,Full Time,Experienced,Installation/Maintenance/Repair
Formulation Specialist,SAUDIBIO,Riyadh,Full Time,Experienced,R&D/Science
Government Relations Officer – Kuwat,Odfjell Technology,Kuwait City,Full Time,Entry Level,Administration
Warehouse Helper,SAUDIBIO,Riyadh,Full Time,Entry Level,Customer Service/Support
Data Analyst,Akhnaton for Trading & Distributing ,Cairo,Full Time,Entry Level,2 - 3 Yrs of Exp
Finance Manager,Lumin,Sheikh Zayed,Full Time,Senior Management,10 - 15 Yrs of Exp
Sales specialist,Fun & Value,Cairo,Full Time,Experienced,5 - 7 Yrs of Exp
Senior Design Project Manager (Architectural),AtkinsRéalis,Riyadh,Full Time,Experienced,IT/Software Development
Interior Architect,AtkinsRéalis,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
New Markets Audit Assistant Manager,stc,Riyadh,Full Time,Entry Level,Accounting/Finance
Senior Officer Contract Management,Banque Saudi Fransi,Riyadh,Full Time,Experienced,Accounting/Finance
Assistant CEO,Razaz Group,New Cairo,Full Time,Experienced,2 - 20 Yrs of Exp
Senior Officer Vendor Management,Banque Saudi Fransi,Riyadh,Full Time,Experienced,Accounting/Finance
Oracle Developer,Akhnaton for Trading & Distributing ,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Aftersales Service Branch Manager - Ismailia Governate,Electrolux,Ismailia,Full Time,Manager,5 - 8 Yrs of Exp
front desk,Razaz Group,New Cairo,Full Time,Experienced,2 - 20 Yrs of Exp
Cairo Aftersales Service Regional Manager,Electrolux,Nasr City,Full Time,Manager,8 - 14 Yrs of Exp
Tax Executive,Electrolux,Cairo,Full Time,Experienced,5 - 8 Yrs of Exp
Indirect Tax Manager,Electrolux,New Cairo,Full Time,Manager,8 - 12 Yrs of Exp
Taxation Head,Electrolux,Downtown,Full Time,Senior Management,10 - 15 Yrs of Exp
Tour Operator,Almond Holiday,Sheikh Zayed,Full Time,Entry Level,1 - 7 Yrs of Exp
Accountant Receivable- In Travel Agent,Cairo Transport & Touring ,Downtown,Full Time,Experienced,2 - 4 Yrs of Exp
CEO,Confidential,Heliopolis,Full Time,Senior Management,15 - 20 Yrs of Exp
Architect Interior Designer,YRD,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Architect Site Engineer,YRD,New Cairo,Full Time,Experienced,3 - 6 Yrs of Exp
Human resources,Razaz Group,New Cairo,Full Time,Experienced,1 - 20 Yrs of Exp
nutrition specialist and/or Health Education Specialist,000,Riyadh,Freelance / Project,Entry Level,Human Resources
CRM Specialist,Confidential,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp
Operations Manager,منجم تطوير الأعمال | BIM Ventures,Riyadh,Full Time,Experienced,Administration
Property Consultant,Safoury Development  ,Shorouk City,Full Time,Experienced,1 - 2 Yrs of Exp
Telecom-Sales support representative,Sutherland,Mahta Alraml,Full Time,Entry Level,0 - 5 Yrs of Exp
Treatment Planner,3Sixty,Mohandessin,Full Time,Experienced,1 - 3 Yrs of Exp
Production Process Engineer,FAMSUN Egypt Industry S.A.E,Ain Sokhna,Full Time,Experienced,5 - 7 Yrs of Exp
Sales Manager,Zikry-Pharmacies ,Cairo,Full Time,Manager,5 - 10 Yrs of Exp
Senior UI/UX Designer,Norconsult Telematics,Riyadh,Freelance / Project,Experienced,Creative/Design/Art
Senior Content Writer,Riyal Albarakah,Riyadh,Full Time,Experienced,Writing/Editorial
Sales Advisor,Ghataty,New Cairo,Full Time,Manager,7 - 20 Yrs of Exp
Operations Manager - Rently Project,منجم تطوير الأعمال | BIM Ventures,Riyadh,Full Time,Experienced,Administration
Pre-Sales Executive - Work from Home,Livspace,Riyadh,Full Time,Entry Level,Business Development
Store Manager - Talent Pool,adidas,Cairo,Full Time,Entry Level,Customer Service/Support
Cost Engineer,RKH Qitarat,Doha,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Executive Secretary,Yolo Cosmetics,New Nozha,Full Time,Experienced,1 - 4 Yrs of Exp
Wholesale Sales Representative,ElTarek Automotive,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Junior Site Engineer,Livspace,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
HR Site Admin,Tiba Egypt ,Cairo,Full Time,Experienced,2 - 4 Yrs of Exp
Logistics Assistant (Operations) - SSA5 - Al-Arish,World Food Program,Cairo,Full Time,Not specified,Accounting/Finance
R Officer (Talent Acquisition) SC8,World Food Program,Cairo,Full Time,Not specified,R&D/Science
Marketing Representative,AlRedwan Medical Service,Riyadh,Full Time,Entry Level,Marketing/PR/Advertising
Procurement Administrator,DHL Supply Chain,Riyadh,Full Time,Experienced,Administration
Sales Support,IFF,Dubai,Full Time,Not specified,Business Development
Medical Approval Doctor (physician Only),Mersal ,Maadi,Full Time,Experienced,2 - 5 Yrs of Exp
Content Creator Specialist,Turath Real Estate ,Obour City,Full Time,Entry Level,1 - 5 Yrs of Exp
