,Unnamed: 0.1,Unnamed: 0,id,carat,cut,color,clarity,depth,table,x,y,z,price
26493,26493,164858,164858,0.32,Ideal,E,VS2,62.4,55.0,4.39,4.37,2.73,658
26494,26494,118924,118924,0.71,Very Good,F,SI1,63.2,57.0,5.69,5.62,3.58,2147
26495,26495,54374,54374,0.5,Good,D,SI2,63.2,58.0,5.04,5.06,3.19,1214
26496,26496,130206,130206,0.31,Premium,H,VS1,62.9,60.0,4.33,4.29,2.71,698
26497,26497,1768,1768,0.23,Very Good,F,VVS2,60.5,61.0,3.93,3.99,2.36,552
26498,26498,51659,51659,0.56,Fair,F,VS2,64.5,58.0,5.23,5.1,3.29,1654
26499,26499,123418,123418,0.33,Premium,I,VVS2,62.8,58.0,4.44,4.4,2.77,666
26500,26500,38699,38699,0.52,Ideal,H,VS1,60.8,57.0,5.22,5.2,3.16,1698
26501,26501,37418,37418,0.59,Premium,D,SI1,62.4,59.0,5.4,5.37,3.37,1939
26502,26502,176147,176147,2.22,Premium,I,VS1,62.4,60.0,8.36,8.26,5.19,18709
26503,26503,124753,124753,0.52,Ideal,D,VS2,61.5,57.0,5.16,5.14,3.17,1848
26504,26504,104877,104877,1.04,Ideal,H,SI1,61.2,57.0,6.52,6.5,3.99,5387
26505,26505,24550,24550,0.32,Premium,G,VS2,62.4,58.0,4.38,4.4,2.73,561
26506,26506,33633,33633,1.1,Premium,F,SI2,62.5,58.0,6.58,6.53,4.1,3696
26507,26507,168179,168179,0.7,Very Good,F,VVS2,63.1,58.0,5.62,5.65,3.56,2456
26508,26508,134406,134406,0.58,Very Good,G,SI1,62.2,58.4,5.32,5.36,3.32,1565
26509,26509,109632,109632,1.2,Very Good,I,SI1,62.3,58.0,6.75,6.72,4.2,5410
26510,26510,39078,39078,0.3,Premium,G,VVS2,61.4,59.0,4.32,4.28,2.64,684
26511,26511,112116,112116,1.02,Premium,E,VS1,62.2,58.0,6.4,6.42,3.99,7162
26512,26512,106847,106847,0.61,Ideal,F,VS2,61.9,54.0,5.46,5.49,3.38,1989
26513,26513,158615,158615,0.34,Premium,D,SI2,61.9,58.0,4.47,4.45,2.76,574
26514,26514,186583,186583,1.2,Ideal,I,SI1,62.0,,6.78,6.87,4.23,5537
26515,26515,100129,100129,0.5,Very Good,G,VS2,63.3,58.0,5.06,5.03,3.19,1316
26516,26516,130039,130039,0.71,Very Good,I,VS1,62.5,57.0,5.7,5.74,3.58,2161
26517,26517,52911,52911,1.01,Good,H,VS2,63.9,55.0,6.32,6.38,4.05,5398
26518,26518,160952,160952,0.54,Very Good,E,VS2,60.8,56.0,5.24,5.29,3.21,1819
26519,26519,116388,116388,0.8,Ideal,G,VS2,62.3,57.0,5.95,5.91,3.7,3374
26520,26520,134566,134566,0.31,Premium,G,SI1,62.6,55.0,4.32,4.28,2.69,562
26521,26521,92733,92733,0.5,Premium,J,VS2,61.4,57.0,5.09,5.12,3.13,1065
26522,26522,99887,99887,1.02,Ideal,F,SI2,60.3,57.0,6.57,6.48,3.94,5167
26523,26523,133635,133635,1.01,Premium,J,VS2,61.9,59.0,6.41,6.34,3.94,3696
26524,26524,108687,108687,0.41,Good,G,VS2,63.9,57.0,4.73,4.7,3.01,1009
26525,26525,27852,27852,1.25,Premium,G,SI1,62.2,58.0,6.87,6.91,4.29,6871
26526,26526,33659,33659,0.33,Ideal,G,VS2,61.9,57.0,4.48,4.43,2.76,743
26527,26527,114866,114866,1.07,Very Good,G,VS2,61.0,57.0,6.62,6.69,4.06,6076
26528,26528,123960,123960,1.52,Fair,E,VS2,64.4,58.0,7.25,7.18,4.64,12193
26529,26529,103824,103824,1.56,Ideal,D,SI2,61.9,56.0,7.41,7.45,4.6,10749
26530,26530,13618,13618,1.34,Ideal,G,VS1,61.3,57.0,7.09,7.12,4.36,10046
26531,26531,64437,64437,0.4,Ideal,F,VVS2,62.6,56.0,4.75,4.73,2.96,1126
26532,26532,107948,107948,0.71,Ideal,F,SI1,62.3,55.0,5.73,5.69,3.55,2598
26533,26533,130432,130432,0.51,Very Good,H,VS1,61.2,56.0,5.17,5.21,3.17,1640
26534,26534,102091,102091,1.0,Ideal,F,SI2,62.2,56.0,6.38,6.44,3.99,3931
26535,26535,125628,125628,0.36,Ideal,E,VS1,61.7,56.0,4.57,4.6,2.84,984
26536,26536,173972,173972,1.26,Premium,G,VS2,62.0,60.0,6.97,6.89,4.3,6982
26537,26537,172806,172806,2.13,Premium,J,SI2,59.7,59.0,8.47,8.41,5.04,12060
26538,26538,140802,140802,0.4,Very Good,E,VS2,62.8,59.0,4.72,4.67,2.94,1059
26539,26539,106831,106831,1.01,Good,E,SI2,63.7,58.0,6.37,6.31,4.04,4797
26540,26540,147306,147306,0.71,Ideal,H,VS1,61.6,58.0,5.73,5.77,3.54,2756
26541,26541,138780,138780,0.51,Ideal,H,IF,61.7,55.0,5.14,5.18,3.19,1841
26542,26542,100301,100301,0.4,Ideal,E,VS1,62.3,56.0,4.74,4.78,2.97,1125
26543,26543,101112,101112,1.01,Ideal,E,SI1,62.4,57.0,6.42,6.37,3.99,5620
26544,26544,165081,165081,0.65,Good,E,VS2,64.0,59.0,5.47,5.53,3.53,1739
26545,26545,125461,125461,1.01,Ideal,G,SI1,61.6,56.0,6.47,6.42,3.97,5243
26546,26546,14965,14965,0.34,Ideal,E,SI1,61.9,54.4,4.51,4.53,2.8,637
26547,26547,27415,27415,1.01,Premium,F,VVS2,62.7,56.0,6.4,6.36,4.0,9275
26548,26548,109823,109823,0.31,Premium,E,SI1,62.9,58.0,4.35,4.31,2.72,698
26549,26549,136784,136784,1.5,Ideal,G,VS2,61.0,59.0,7.33,7.37,4.47,13428
26550,26550,18118,18118,0.74,Very Good,I,VVS2,63.0,58.0,5.78,5.74,3.62,2423
26551,26551,65559,65559,0.32,Premium,G,VS2,61.5,58.0,4.38,4.4,2.7,561
26552,26552,109025,109025,0.98,Premium,H,SI2,60.2,58.0,6.53,6.43,3.9,2968
26553,26553,87124,87124,1.22,Premium,H,VS1,61.9,58.0,6.79,6.82,4.21,7731
26554,26554,183212,183212,0.9,Very Good,I,VS2,61.5,62.0,6.13,6.19,3.79,3577
26555,26555,27104,27104,1.01,Good,E,SI2,63.7,57.0,6.38,6.31,4.05,4269
26556,26556,91095,91095,0.53,Ideal,F,VS1,61.0,56.0,5.22,5.25,3.19,1889
26557,26557,154747,154747,1.01,Premium,I,VS2,60.0,60.0,6.56,6.48,3.91,3524
26558,26558,31080,31080,0.33,Ideal,F,VVS1,61.5,55.0,4.47,4.46,2.75,946
26559,26559,11489,11489,1.04,Ideal,H,SI2,61.6,57.0,6.53,6.51,4.01,3840
26560,26560,18845,18845,0.24,Very Good,E,VVS1,58.4,60.0,4.03,4.06,2.38,485
26561,26561,6091,6091,0.4,Premium,G,VVS1,61.5,58.0,4.76,4.74,2.92,1200
26562,26562,75727,75727,0.28,Ideal,G,VVS1,62.3,56.0,4.15,4.17,2.59,598
26563,26563,32362,32362,2.0,Premium,H,SI2,61.7,59.0,8.07,8.03,4.96,14120
26564,26564,11608,11608,1.51,Fair,F,SI2,64.6,56.0,7.2,7.18,4.64,9465
26565,26565,174096,174096,0.9,Good,D,VS2,60.2,63.0,6.09,6.02,3.65,4170
26566,26566,169857,169857,1.02,Very Good,D,SI1,60.2,60.0,6.5,6.54,3.93,5898
26567,26567,61435,61435,1.5,Ideal,D,SI1,61.4,57.0,7.37,7.4,4.53,12816
26568,26568,64912,64912,0.32,Ideal,E,VS2,62.3,56.0,4.37,4.35,2.72,702
26569,26569,21988,21988,0.32,Ideal,G,VS1,62.1,,4.41,4.43,2.75,645
26570,26570,34203,34203,2.16,Very Good,J,SI1,61.4,57.0,8.41,8.34,5.13,12621
26571,26571,69780,69780,0.5,Ideal,F,VS1,62.2,55.0,5.1,5.13,3.18,1726
26572,26572,133499,133499,1.01,Ideal,D,SI1,61.5,56.0,6.48,6.44,3.97,6066
26573,26573,116437,116437,0.3,Very Good,G,VS2,61.5,59.0,4.33,4.37,2.67,545
26574,26574,141571,141571,0.57,Ideal,H,SI2,61.0,56.0,5.41,5.43,3.3,1219
26575,26575,184674,184674,1.0,Premium,E,SI1,62.7,59.0,6.37,6.32,3.98,5176
26576,26576,75472,75472,0.41,Ideal,G,VS2,62.1,56.0,4.81,4.8,2.98,1063
26577,26577,121479,121479,1.26,Ideal,G,VS2,61.2,57.0,6.91,7.03,4.27,8631
26578,26578,59463,59463,1.22,Premium,G,VS1,60.2,60.0,6.93,6.89,4.16,9609
26579,26579,187499,187499,0.83,Premium,F,SI1,61.7,58.0,6.06,6.02,3.72,3080
26580,26580,50760,50760,0.5,Very Good,G,VVS2,62.5,59.0,5.09,5.05,3.16,1718
26581,26581,158091,158091,1.03,Ideal,G,SI1,61.3,57.0,6.5,6.54,3.99,5428
26582,26582,3198,3198,1.2,Very Good,H,SI1,63.3,58.0,6.74,6.69,4.24,5678
26583,26583,109076,109076,1.5,Ideal,H,SI2,61.3,56.0,7.4,7.39,4.53,8851
26584,26584,89892,89892,1.5,Very Good,F,SI1,62.6,56.0,7.3,7.23,4.55,10584
26585,26585,51917,51917,0.41,Ideal,F,VS2,61.9,55.0,4.79,4.76,2.96,1107
26586,26586,5714,5714,0.52,Ideal,H,VS1,61.6,56.0,5.13,5.18,3.18,1687
26587,26587,180420,180420,0.31,Ideal,F,SI1,62.0,55.0,4.37,4.38,2.71,516
26588,26588,52279,52279,0.4,Ideal,E,SI2,61.7,57.0,4.74,4.77,2.93,692
26589,26589,94646,94646,0.3,Premium,F,VS2,62.5,58.0,4.28,4.25,2.67,776
26590,26590,107937,107937,1.07,Premium,G,VS2,61.5,58.0,6.59,6.55,4.05,5717
26591,26591,57841,57841,0.9,Good,F,SI1,64.1,57.0,6.06,6.03,3.87,4229
26592,26592,114424,114424,0.72,Ideal,I,VS1,61.4,56.0,5.75,5.78,3.54,2340
26593,26593,37280,37280,1.56,Premium,G,SI1,62.9,59.0,7.39,7.35,4.62,10106
26594,26594,164466,164466,0.7,Ideal,D,VS2,61.2,55.0,5.7,5.74,3.5,3510
26595,26595,6197,6197,0.4,Ideal,F,VS1,62.1,57.0,4.71,4.73,2.93,971
26596,26596,171656,171656,0.73,Ideal,D,VS2,61.6,56.0,5.87,5.79,3.58,3087
26597,26597,127183,127183,0.3,Very Good,,VS2,63.2,58.0,4.22,4.26,2.68,491
26598,26598,88228,88228,1.12,Premium,E,SI2,62.0,56.0,6.64,6.57,4.1,4240
26599,26599,164742,164742,0.51,Ideal,E,VS1,61.1,55.0,5.15,5.19,3.16,1872
26600,26600,135247,135247,1.08,Ideal,G,SI2,62.0,56.0,6.62,6.56,4.08,4315
26601,26601,98514,98514,1.01,Premium,J,SI2,62.9,58.0,6.37,6.33,3.99,3180
26602,26602,166549,166549,0.31,Ideal,D,VS2,61.2,57.0,4.32,4.29,2.64,734
26603,26603,6106,6106,0.32,Ideal,F,VVS1,61.6,55.0,4.41,4.43,2.72,893
26604,26604,48965,48965,0.4,Ideal,E,VVS2,61.6,57.0,4.73,4.77,2.93,1097
26605,26605,28649,28649,0.4,Ideal,E,VS2,62.0,55.0,4.77,4.74,2.95,975
26606,26606,9631,9631,0.32,Good,G,VVS2,63.1,56.0,4.34,4.36,2.74,655
26607,26607,83469,83469,1.0,Premium,F,VS2,59.4,58.0,6.52,6.56,3.88,6291
26608,26608,46855,46855,1.53,Very Good,F,SI1,60.4,56.0,7.53,7.61,4.6,11267
26609,26609,10120,10120,0.31,Ideal,G,VS2,61.0,56.0,4.43,4.38,2.68,689
26610,26610,87775,87775,0.3,Premium,G,VS1,62.3,58.0,4.29,4.27,2.67,624
26611,26611,20135,20135,0.55,Premium,E,SI1,62.2,57.0,5.21,5.25,3.26,1778
26612,26612,21859,21859,0.31,Ideal,G,VVS1,61.4,55.0,4.36,4.37,2.68,1046
26613,26613,548,548,0.3,Very Good,D,SI2,62.5,57.0,4.26,4.28,2.67,447
26614,26614,90119,90119,1.04,Ideal,F,SI2,61.4,58.0,6.55,6.52,4.01,4355
26615,26615,118138,118138,1.51,Ideal,I,SI1,61.9,56.0,7.35,7.37,4.55,8743
26616,26616,55791,55791,0.59,Premium,F,VS2,60.9,60.0,5.46,5.36,3.29,1691
26617,26617,101576,101576,0.3,Ideal,E,VS2,62.2,54.0,4.32,4.3,2.68,844
26618,26618,14394,14394,0.41,Ideal,D,VS2,62.3,56.0,4.77,4.8,2.98,1007
26619,26619,160851,160851,1.06,Ideal,H,VS2,62.2,56.0,6.52,6.5,4.06,5858
26620,26620,122358,122358,1.65,Ideal,E,SI1,62.8,56.0,7.57,7.54,4.74,15031
26621,26621,31228,31228,0.38,Good,F,SI2,62.8,61.0,4.57,4.61,2.87,492
26622,26622,65688,65688,0.78,Very Good,D,SI1,61.7,58.0,5.86,5.92,3.63,3003
26623,26623,80271,80271,0.32,Ideal,D,VS2,61.8,57.0,4.4,4.46,2.74,758
26624,26624,166939,166939,0.72,Premium,J,VS2,60.3,58.0,5.76,5.8,3.49,1971
26625,26625,3142,3142,0.54,Ideal,D,VS2,62.0,57.0,5.23,5.19,3.23,1941
26626,26626,70510,70510,0.86,Very Good,H,SI1,62.0,56.0,6.07,6.09,3.77,3856
26627,26627,113229,113229,0.52,Ideal,F,IF,62.0,55.0,5.17,5.19,3.21,2447
26628,26628,51395,51395,0.3,Premium,I,VVS1,61.6,58.0,4.34,4.27,2.65,709
26629,26629,169255,169255,0.21,Ideal,E,SI2,61.8,55.0,3.93,3.89,2.35,326
26630,26630,34290,34290,0.31,Very Good,G,VVS1,63.1,57.0,4.32,4.37,2.74,816
26631,26631,145390,145390,0.81,Premium,G,SI2,61.1,57.0,6.0,5.96,3.66,2441
26632,26632,121967,121967,1.02,Very Good,H,VS2,63.3,59.0,6.27,6.34,3.99,5678
26633,26633,61219,61219,0.3,Ideal,I,VS1,62.5,55.0,4.29,4.35,2.7,486
26634,26634,109711,109711,1.27,Ideal,F,VVS1,61.1,57.0,6.94,7.04,4.27,14603
26635,26635,116873,116873,0.72,Ideal,G,VS1,60.1,56.0,5.85,5.89,3.53,3454
26636,26636,181182,181182,0.6,Premium,H,VS2,60.0,60.0,5.52,5.48,3.3,1814
26637,26637,54269,54269,0.9,Ideal,G,SI2,61.5,57.0,6.24,6.2,3.83,3282
26638,26638,26355,26355,0.3,Ideal,E,IF,61.3,56.0,4.34,4.37,2.67,957
26639,26639,80745,80745,0.52,Very Good,G,VS1,62.7,57.0,5.11,5.15,3.22,1878
26640,26640,155466,155466,1.01,Very Good,H,SI1,63.2,60.0,6.38,6.33,4.01,4814
26641,26641,49947,49947,1.01,Good,G,VVS2,63.1,60.0,6.34,6.37,4.01,7332
26642,26642,145028,145028,0.52,Ideal,G,VVS2,61.4,56.0,5.21,5.19,3.2,2052
26643,26643,116206,116206,0.72,Ideal,G,VS1,61.4,57.0,5.79,5.77,3.55,3494
26644,26644,95159,95159,0.37,Premium,G,IF,61.0,59.0,4.68,4.64,2.84,1060
26645,26645,26369,26369,2.21,Premium,H,SI2,62.0,58.0,8.36,8.32,5.18,16104
26646,26646,55629,55629,0.41,Premium,D,SI1,60.9,59.0,4.77,4.81,2.91,947
26647,26647,37961,37961,0.54,Ideal,H,IF,61.3,57.0,5.25,5.29,3.23,1846
26648,26648,96694,96694,1.5,Premium,G,VS2,61.7,58.0,7.33,7.37,4.53,12829
26649,26649,113444,113444,0.71,Very Good,I,SI1,63.5,58.0,5.59,5.64,3.55,2215
26650,26650,155725,155725,0.38,Very Good,I,VVS2,58.9,62.0,4.75,4.81,2.81,827
26651,26651,74152,74152,0.52,Very Good,D,SI1,62.1,58.0,5.17,5.2,3.22,1605
26652,26652,41040,41040,0.31,Ideal,E,VS2,62.2,56.0,4.36,4.33,2.71,872
26653,26653,163676,163676,1.51,Premium,F,VS2,61.6,58.0,7.41,7.39,4.55,9521
26654,26654,92954,92954,0.7,Premium,E,VS1,58.8,62.0,5.81,5.78,3.41,3311
26655,26655,64825,64825,0.54,Ideal,E,VS2,61.4,55.0,5.24,5.27,3.23,1760
26656,26656,180335,180335,1.19,Ideal,D,SI2,62.0,57.0,6.78,6.74,4.2,5408
26657,26657,18483,18483,2.02,Premium,I,SI2,61.8,59.0,8.06,8.13,5.0,14047
26658,26658,135094,135094,1.71,Premium,H,VS2,62.0,,7.76,7.72,4.8,12968
26659,26659,56475,56475,2.03,Ideal,H,SI2,62.0,57.0,8.11,8.06,5.02,12932
26660,26660,143901,143901,0.3,Premium,D,VS2,62.2,60.0,4.28,4.26,2.66,710
26661,26661,51692,51692,1.06,Very Good,D,SI1,61.0,57.0,6.52,6.56,4.01,5390
26662,26662,19591,19591,1.35,Premium,G,VS2,62.3,59.0,7.02,7.05,4.41,8572
26663,26663,109243,109243,2.23,Premium,I,SI2,59.4,60.0,8.45,8.49,5.08,12989
26664,26664,48997,48997,1.5,Ideal,H,VS1,62.2,58.0,7.33,7.37,4.57,10181
26665,26665,108365,108365,1.01,Very Good,G,SI1,63.2,60.0,6.37,6.39,4.01,4249
26666,26666,31580,31580,1.14,Ideal,I,SI1,62.8,57.0,6.68,6.64,4.18,4771
26667,26667,139429,139429,1.22,Premium,G,VVS1,62.3,58.0,6.85,6.79,4.25,10878
26668,26668,64900,64900,0.41,Ideal,F,VVS2,61.1,57.0,4.78,4.75,2.91,1192
26669,26669,60488,60488,0.3,Premium,E,IF,61.0,58.0,4.32,4.3,2.63,957
26670,26670,94370,94370,0.93,Very Good,F,SI1,63.4,57.0,6.21,6.18,3.93,4373
26671,26671,148870,148870,2.03,Premium,E,SI2,61.1,59.0,8.24,8.16,5.01,18310
26672,26672,113833,113833,0.34,Premium,G,VS2,59.8,61.0,4.54,4.51,2.71,765
26673,26673,16746,16746,1.51,Very Good,H,SI1,62.6,59.0,7.26,7.3,4.55,9432
26674,26674,197,197,2.32,Premium,J,VS2,61.2,58.0,8.6,8.56,5.22,17666
26675,26675,173073,173073,0.73,Ideal,D,VS2,62.9,56.0,5.68,5.72,3.59,3294
26676,26676,137395,137395,0.3,Premium,H,VVS2,61.4,59.0,4.3,4.26,2.63,630
26677,26677,153180,153180,1.21,Premium,I,VS2,61.6,59.0,6.87,6.83,4.21,5765
26678,26678,189389,189389,0.32,Premium,G,VS1,62.3,58.0,4.41,4.44,2.76,730
26679,26679,51147,51147,1.53,Very Good,D,SI1,62.4,59.0,7.35,7.38,4.6,12360
26680,26680,189188,189188,0.33,Ideal,H,VVS2,61.5,55.0,4.43,4.46,2.74,686
26681,26681,101323,101323,1.37,Premium,H,SI1,62.8,57.0,7.04,6.99,4.42,7974
26682,26682,123986,123986,1.55,Premium,I,VS1,61.9,60.0,7.45,7.39,4.59,10546
26683,26683,170263,170263,0.9,Very Good,F,SI2,63.0,58.0,6.06,6.1,3.84,3018
26684,26684,92474,92474,0.41,Ideal,G,VVS1,62.1,57.0,4.78,4.76,2.96,1179
26685,26685,189045,189045,1.52,Premium,H,SI1,62.8,60.0,7.27,7.3,4.58,8467
26686,26686,52856,52856,0.75,Ideal,E,SI2,61.9,55.0,5.8,5.82,3.61,2313
26687,26687,45925,45925,0.71,Very Good,E,VS2,62.5,59.0,5.7,5.72,3.57,2830
26688,26688,28079,28079,1.01,Ideal,I,SI2,61.2,54.0,6.51,6.54,3.99,4241
26689,26689,44684,44684,1.2,Ideal,D,SI1,61.5,57.0,6.84,6.89,4.24,9240
26690,26690,18751,18751,0.57,Premium,I,VVS2,61.6,58.0,5.34,5.3,3.28,1608
26691,26691,172669,172669,0.4,Ideal,G,VS2,60.6,57.0,4.72,4.76,2.87,842
26692,26692,45568,45568,1.51,Good,H,SI2,64.1,58.0,7.13,7.08,4.56,7319
26693,26693,81040,81040,0.3,Ideal,D,SI2,62.0,56.0,4.27,4.3,2.66,468
26694,26694,112216,112216,1.3,Premium,I,SI1,61.4,59.0,6.93,6.97,4.26,6350
26695,26695,90072,90072,0.71,Very Good,I,SI1,63.3,59.0,5.67,5.71,3.6,2318
26696,26696,8055,8055,0.51,Very Good,G,VS1,62.7,59.0,5.07,5.11,3.19,1559
26697,26697,185565,185565,0.51,Very Good,F,SI1,63.4,54.0,5.13,5.08,3.23,1363
26698,26698,596,596,0.31,Ideal,F,VS1,61.9,55.0,4.34,4.36,2.69,660
26699,26699,44083,44083,0.71,Ideal,I,VS2,61.8,56.0,5.72,5.74,3.54,2652
26700,26700,184521,184521,0.45,Fair,F,VS2,64.9,58.0,4.79,4.82,3.09,1226
26701,26701,85784,85784,0.32,Very Good,E,IF,62.0,55.0,4.38,4.45,2.74,1018
26702,26702,155936,155936,1.01,Good,G,VS2,63.6,60.0,6.35,6.31,4.02,5501
26703,26703,132258,132258,1.32,Premium,D,VVS1,61.3,60.0,7.03,7.06,4.32,17451
26704,26704,62657,62657,0.7,Ideal,F,SI1,61.3,57.0,5.69,5.74,3.51,2288
26705,26705,89207,89207,1.02,Ideal,F,VS2,62.6,56.0,6.4,6.43,4.01,7406
26706,26706,65176,65176,1.51,Ideal,E,VS2,60.8,59.0,7.41,7.38,4.5,14720
26707,26707,103457,103457,1.5,Very Good,G,SI2,63.5,59.0,7.28,7.22,4.61,7965
26708,26708,113593,113593,1.1,Ideal,D,VS2,62.3,56.0,6.6,6.67,4.13,9261
26709,26709,183886,183886,0.71,Premium,G,SI1,62.2,56.0,5.73,5.68,3.55,2522
26710,26710,176625,176625,0.31,Very Good,G,VVS1,62.9,57.0,4.29,4.32,2.71,816
26711,26711,148113,148113,1.03,Very Good,G,SI2,61.5,58.0,6.47,6.42,3.96,3931
26712,26712,135551,135551,0.9,Premium,G,VS2,62.8,58.0,6.14,6.09,3.84,4309
26713,26713,178519,178519,0.43,Premium,H,VVS2,60.4,58.0,4.85,4.9,2.95,1024
26714,26714,72093,72093,0.74,Ideal,F,SI2,62.3,56.0,5.77,5.8,3.6,2729
26715,26715,93636,93636,0.31,Ideal,D,SI1,62.7,55.0,4.32,4.35,2.71,571
26716,26716,183469,183469,1.01,Very Good,E,VS2,63.2,58.0,6.31,6.35,4.01,6330
26717,26717,140197,140197,0.3,Ideal,F,IF,61.2,56.0,4.33,4.36,2.66,1041
26718,26718,51817,51817,0.32,Ideal,D,VVS2,61.8,56.0,4.4,4.35,2.71,1080
26719,26719,62007,62007,0.35,Ideal,E,VS2,61.4,57.0,4.55,4.53,2.79,846
26720,26720,70712,70712,0.7,Premium,G,VS2,62.7,60.0,5.68,5.64,3.55,2415
26721,26721,53512,53512,1.01,Premium,F,SI1,62.2,59.0,6.43,6.39,3.98,5927
26722,26722,90097,90097,1.0,Good,F,VS2,63.4,56.0,6.28,6.22,3.97,5451
26723,26723,165765,165765,0.38,Ideal,H,SI1,61.7,56.0,4.65,4.69,2.88,700
26724,26724,176005,176005,1.1,Very Good,H,SI1,62.4,57.0,6.56,6.59,4.1,5127
26725,26725,45366,45366,0.7,Very Good,F,VS1,62.0,59.0,5.64,5.67,3.5,2846
26726,26726,49685,49685,0.56,Premium,G,SI1,63.0,56.0,5.23,5.2,3.28,1235
26727,26727,115612,115612,1.62,Ideal,G,VS2,60.7,59.0,7.65,7.68,4.65,13929
26728,26728,173250,173250,1.15,Very Good,G,SI1,62.1,60.0,6.72,6.68,4.17,5587
26729,26729,97536,97536,1.0,Very Good,F,SI2,61.5,60.0,6.37,6.42,3.94,4283
26730,26730,150179,150179,1.03,Ideal,F,SI1,62.0,57.0,6.45,6.49,4.02,5197
26731,26731,12619,12619,0.91,Very Good,H,VS2,63.4,61.0,6.06,6.09,3.85,3871
26732,26732,150299,150299,0.32,Ideal,D,SI1,62.6,55.0,4.37,4.35,2.73,626
26733,26733,132880,132880,0.53,Ideal,E,VS2,62.0,56.0,5.18,5.21,3.22,1622
26734,26734,9682,9682,0.59,Ideal,E,SI2,62.4,56.0,5.4,5.37,3.36,1340
26735,26735,138486,138486,0.32,Ideal,F,VS2,62.1,56.0,4.35,4.38,2.71,702
26736,26736,117334,117334,1.0,Fair,G,SI2,64.9,59.0,6.16,6.11,4.02,3669
26737,26737,37407,37407,0.54,Ideal,G,VS1,60.6,55.0,5.32,5.34,3.23,1915
26738,26738,976,976,0.31,Ideal,G,VVS2,61.8,55.0,4.37,4.4,2.72,749
26739,26739,92360,92360,1.01,Ideal,F,SI2,62.0,57.0,6.43,6.39,3.98,3528
26740,26740,71066,71066,0.53,Premium,D,SI1,61.6,58.0,5.17,5.18,3.19,1422
26741,26741,153793,153793,0.71,Very Good,H,SI2,58.6,62.0,5.87,5.9,3.44,2222
26742,26742,123713,123713,1.58,Premium,G,VS2,61.7,58.0,7.46,7.48,4.61,13767
26743,26743,183070,183070,0.9,Ideal,F,SI2,62.3,57.0,6.15,6.18,3.84,3769
26744,26744,118766,118766,0.31,Ideal,E,VS1,61.1,56.0,4.4,4.43,2.7,734
26745,26745,1045,1045,0.71,Ideal,E,VS2,62.1,56.0,5.72,5.76,3.56,2697
26746,26746,170798,170798,0.91,Premium,G,VS2,62.4,60.0,6.19,6.13,3.84,4258
26747,26747,173943,173943,1.02,Premium,G,VS2,61.3,58.0,6.47,6.43,3.96,5824
26748,26748,31940,31940,1.05,Premium,G,SI2,61.2,59.0,6.56,6.62,4.02,4144
26749,26749,168313,168313,0.9,Good,G,VS2,63.1,56.0,6.12,6.11,3.86,4229
26750,26750,142779,142779,2.01,Very Good,I,VS2,63.3,61.0,7.94,7.86,5.02,15919
26751,26751,137393,137393,1.33,Very Good,F,VS2,62.1,59.0,7.05,7.01,4.36,10137
26752,26752,131117,131117,1.01,Very Good,H,VS1,59.8,58.0,6.52,6.49,3.88,5444
26753,26753,2964,2964,1.14,Ideal,E,SI2,61.8,55.0,6.7,6.74,4.15,5649
26754,26754,177527,177527,1.51,Premium,G,VS2,60.9,60.0,7.33,7.36,4.48,11511
26755,26755,59424,59424,0.56,Ideal,D,SI1,62.2,55.0,5.27,5.31,3.29,1786
26756,26756,39536,39536,1.29,Premium,D,VS2,61.4,58.0,6.98,6.95,4.28,10291
26757,26757,129537,129537,1.07,Ideal,H,SI1,62.1,57.0,6.54,6.55,4.06,5154
26758,26758,22670,22670,2.01,Premium,G,SI1,60.8,59.0,8.01,7.95,4.82,18062
26759,26759,165627,165627,1.11,Ideal,I,VS1,62.3,55.0,6.63,6.66,4.14,5466
26760,26760,161455,161455,0.51,Ideal,G,SI1,60.9,56.0,5.21,5.19,3.17,1448
26761,26761,71821,71821,1.5,Fair,G,VS1,65.4,55.0,7.1,7.06,4.64,8549
26762,26762,34567,34567,0.91,Ideal,H,SI1,62.1,56.0,6.2,6.18,3.85,4242
26763,26763,50736,50736,0.26,Very Good,G,SI1,61.9,56.0,4.08,4.11,2.54,363
26764,26764,70877,70877,0.31,Ideal,G,IF,61.6,56.0,4.37,4.39,2.7,884
26765,26765,180320,180320,1.02,Ideal,G,VS2,61.6,55.0,6.48,6.51,4.0,7135
26766,26766,124294,124294,1.24,Premium,H,VS2,61.2,59.0,6.94,6.91,4.23,5844
26767,26767,149525,149525,0.42,Ideal,G,VS2,60.8,56.0,4.85,4.83,2.94,935
26768,26768,102474,102474,1.56,Premium,G,VS1,59.5,58.0,7.61,7.53,4.51,14687
26769,26769,5226,5226,0.58,Very Good,D,SI1,63.2,59.0,5.31,5.34,3.36,1636
26770,26770,175902,175902,1.01,Premium,D,SI1,62.4,58.0,6.36,6.41,3.99,5780
26771,26771,12327,12327,0.33,Ideal,E,VS1,61.7,56.0,4.46,4.48,2.76,781
26772,26772,134988,134988,1.6,Premium,E,SI2,62.3,59.0,7.52,7.47,4.67,11113
26773,26773,382,382,1.26,Ideal,J,VS1,62.4,56.0,6.9,6.86,4.3,5556
26774,26774,52030,52030,1.18,Ideal,G,VS1,62.1,54.0,6.74,6.8,4.21,8943
